"legislature","url","name","born","sex","constituency","party","committee","photo","nyears"
12,"http://dati.camera.it/ocd/deputato.rdf/d38240_12","MARIA GABRIELLA PINTO",1958,"F","Sardegna","FORZA ITALIA","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38240&legislatura=12",0
14,"http://dati.camera.it/ocd/deputato.rdf/d38240_14","MARIA GABRIELLA PINTO",1958,"F","Lombardia","FORZA ITALIA","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI);COMMISSIONE PARLAMENTARE DI INCHIESTA SUL CICLO DEI RIFIUTI E SULLE ATTIVITÃ ILLECITE AD ESSO CONNESSE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38240&legislatura=14",3
12,"http://dati.camera.it/ocd/deputato.rdf/d38250_12","GABRIELLA PISTONE",1951,"F","Lazio","RIFONDAZIONE COMUNISTA - PROGRESSISTI","VI COMMISSIONE (FINANZE);COMMISSIONE PARLAMENTARE DI VIGILANZA SULL'ANAGRAFE TRIBUTARIA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38250&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38250_13","GABRIELLA PISTONE",1951,"F","Lazio","COMUNISTA","VI COMMISSIONE (FINANZE);COMMISSIONE PARLAMENTARE DI VIGILANZA SULL'ANAGRAFE TRIBUTARIA;COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE ED IL FUNZIONAMENTO DELLA CONVENZIONE DI APPLICAZIONE DELL'ACCORDO DI SCHENGEN E DI VIGILANZA SULL'ATTIVITÃ DELL'UNITÃ NAZIONALE EUROPOL;V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38250&legislatura=13",2
14,"http://dati.camera.it/ocd/deputato.rdf/d38250_14","GABRIELLA PISTONE",1951,"F","Lazio","MISTO","UFFICIO DI PRESIDENZA;VI COMMISSIONE (FINANZE);COMITATO PER GLI AFFARI DEL PERSONALE;SEZIONE GIURISDIZIONALE DELL'UFFICIO DI PRESIDENZA;COMITATO PER LA TUTELA DEL PATRIMONIO ARTISTICO E ARCHITETTONICO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38250&legislatura=14",7
12,"http://dati.camera.it/ocd/deputato.rdf/d38260_12","MARIO PITZALIS",1927,"M","Puglia","ALLEANZA NAZIONALE","VI COMMISSIONE (FINANZE);VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE);COMMISSIONE SPECIALE COMPETENTE IN MATERIA DI INFANZIA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38260&legislatura=12",0
12,"http://dati.camera.it/ocd/deputato.rdf/d38270_12","ANTONIO PIVA",1942,"M","Veneto","FORZA ITALIA","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38270&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38270_13","ANTONIO PIVA",1942,"M","Veneto","FORZA ITALIA","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO);XIII COMMISSIONE (AGRICOLTURA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38270&legislatura=13",2
12,"http://dati.camera.it/ocd/deputato.rdf/d38280_12","ROBERTA PIZZICARA",1955,"F","Lombardia","LEGA NORD","VI COMMISSIONE (FINANZE);VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI);XIII COMMISSIONE (AGRICOLTURA);COMMISSIONE SPECIALE COMPETENTE IN MATERIA DI INFANZIA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38280&legislatura=12",0
12,"http://dati.camera.it/ocd/deputato.rdf/d38290_12","STEFANO PODESTA'",1939,"M","Lombardia","FORZA ITALIA","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE);X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO);DELEGAZIONE PARLAMENTARE ITALIANA PRESSO LA CONFERENZA PARLAMENTARE DELL'INIZIATIVA CENTRO EUROPEA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38290&legislatura=12",0
12,"http://dati.camera.it/ocd/deputato.rdf/d38300_12","PAOLO POLENTA",1945,"M","Marche","PARTITO POPOLARE ITALIANO","XII COMMISSIONE (AFFARI SOCIALI);COMMISSIONE SPECIALE COMPETENTE IN MATERIA DI INFANZIA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38300&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38300_13","PAOLO POLENTA",1945,"M","Marche","POPOLARI DEMOCRATICI - L'ULIVO","DELEGAZIONE PARLAMENTARE ITALIANA PRESSO L'ASSEMBLEA DEL CONSIGLIO D'EUROPA;DELEGAZIONE PARLAMENTARE ITALIANA PRESSO L'ASSEMBLEA DELL'UNIONE DELL'EUROPA OCCIDENTALE;XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38300&legislatura=13",2
6,"http://dati.camera.it/ocd/deputato.rdf/d3830_6","ANTONIO MARZOTTO CAOTORTA",1917,"M","Milano","DEMOCRAZIA CRISTIANA","X COMMISSIONE TRASPORTI E AVIAZIONE CIVILE, MARINA MERCANTILE, POSTE E TELECOMUNICAZIONI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3830&legislatura=6",0
7,"http://dati.camera.it/ocd/deputato.rdf/d3830_7","ANTONIO MARZOTTO CAOTORTA",1917,"M","Milano","DEMOCRAZIA CRISTIANA","COMMISSIONE PARLAMENTARE D'INCHIESTA SULLA FUGA DI SOSTANZE TOSSICHE AVVENUTA IL 19 LUGLIO 1976 NELLO STABILIMENTO ICMESA E SUI RISCHI POTENZIALI PER LA SALUTE E PER L'AMBIENTE DERIVANTI DA ATTIVITÃ INDUSTRIALI;COMMISSIONE D'INDAGINE, RICHIESTA DALL'ON. BATTAGLIA A NORMA DELL'ART. 58 DEL REGOLAMENTO;X COMMISSIONE TRASPORTI E AVIAZIONE CIVILE, MARINA MERCANTILE, POSTE E TELECOMUNICAZIONI;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE DI CONVERSIONE DEL DECRETO-LEGGE CONCERNENTE INTERVENTI PER LE ZONE DEL FRIULI-VENEZIA GIULIA COLPITE DAGLI EVENTI SISMICI DELL'ANNO 1976","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3830&legislatura=7",4
8,"http://dati.camera.it/ocd/deputato.rdf/d3830_8","ANTONIO MARZOTTO CAOTORTA",1917,"M","Milano","DEMOCRAZIA CRISTIANA","X COMMISSIONE (TRASPORTI E AVIAZIONE CIVILE - MARINA MERCANTILE - POSTE E TELECOMUNICAZIONI);COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NUOVE NORME IN MATERIA DI POLIZIA, SICUREZZA E REGOLARITÃ DELL'ESERCIZIO DELLE FERROVIE E DI ALTRI SERVIZI DI TRASPORTO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3830&legislatura=8",7
12,"http://dati.camera.it/ocd/deputato.rdf/d38310_12","LUIGI PORCARI",1929,"M","Basilicata","PROGRESSISTI - FEDERATIVO","II COMMISSIONE (GIUSTIZIA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38310&legislatura=12",0
12,"http://dati.camera.it/ocd/deputato.rdf/d38320_12","CARMELO PORCU",1954,"M","Sardegna","ALLEANZA NAZIONALE","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO);COMMISSIONE PARLAMENTARE PER IL CONTROLLO SULLE ATTIVITÃ DEGLI ENTI GESTORI DI FORME OBBLIGATORIE DI PREVIDENZA ED ASSISTENZA SOCIALE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38320&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38320_13","CARMELO PORCU",1954,"M","Sardegna","ALLEANZA NAZIONALE","COMMISSIONE PARLAMENTARE PER L'INFANZIA;XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38320&legislatura=13",2
14,"http://dati.camera.it/ocd/deputato.rdf/d38320_14","CARMELO PORCU",1954,"M","Sardegna","ALLEANZA NAZIONALE","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE);XII COMMISSIONE (AFFARI SOCIALI);XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA);COMMISSIONE PARLAMENTARE PER L'INFANZIA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38320&legislatura=14",7
15,"http://dati.camera.it/ocd/deputato.rdf/d38320_15","CARMELO PORCU",1954,"M","Sardegna","ALLEANZA NAZIONALE","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38320&legislatura=15",12
16,"http://dati.camera.it/ocd/deputato.rdf/d38320_16","CARMELO PORCU",1954,"M","Sardegna","POPOLO DELLA LIBERTA'","XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38320&legislatura=16",14
12,"http://dati.camera.it/ocd/deputato.rdf/d38330_12","MAURIZIO PORTA",1957,"M","Lombardia","LEGA NORD","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38330&legislatura=12",0
12,"http://dati.camera.it/ocd/deputato.rdf/d38340_12","ELISA POZZA TASCA",1941,"F","Veneto","I DEMOCRATICI","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI);XII COMMISSIONE (AFFARI SOCIALI);COMMISSIONE SPECIALE COMPETENTE IN MATERIA DI INFANZIA;COMMISSIONE PARLAMENTARE D'INCHIESTA SULLA ATTUAZIONE DELLA POLITICA DI COOPERAZIONE CON I PAESI IN VIA DI SVILUPPO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38340&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38340_13","ELISA POZZA TASCA",1941,"F","Lombardia","MISTO","COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE ED IL FUNZIONAMENTO DELLA CONVENZIONE DI APPLICAZIONE DELL'ACCORDO DI SCHENGEN E DI VIGILANZA SULL'ATTIVITÃ DELL'UNITÃ NAZIONALE EUROPOL;COMMISSIONE PARLAMENTARE PER L'INFANZIA;COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;DELEGAZIONE PARLAMENTARE ITALIANA PRESSO L'ASSEMBLEA DEL CONSIGLIO D'EUROPA;DELEGAZIONE PARLAMENTARE ITALIANA PRESSO L'ASSEMBLEA DELL'UNIONE DELL'EUROPA OCCIDENTALE;XII COMMISSIONE (AFFARI SOCIALI);XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA);III COMMISSIONE (AFFARI ESTERI E COMUNITARI);IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38340&legislatura=13",2
12,"http://dati.camera.it/ocd/deputato.rdf/d38350_12","STEFANIA PRESTIGIACOMO",1966,"F","Sicilia","FORZA ITALIA","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO);COMMISSIONE SPECIALE COMPETENTE IN MATERIA DI INFANZIA;DELEGAZIONE PARLAMENTARE ITALIANA PRESSO LE ASSEMBLEE DEL CONSIGLIO D'EUROPA E DELLA UEO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38350&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38350_13","STEFANIA PRESTIGIACOMO",1966,"F","Sicilia","FORZA ITALIA","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38350&legislatura=13",2
14,"http://dati.camera.it/ocd/deputato.rdf/d38350_14","STEFANIA PRESTIGIACOMO",1966,"F","Sicilia","FORZA ITALIA","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38350&legislatura=14",7
15,"http://dati.camera.it/ocd/deputato.rdf/d38350_15","STEFANIA PRESTIGIACOMO",1966,"F","Sicilia","FORZA ITALIA","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38350&legislatura=15",12
16,"http://dati.camera.it/ocd/deputato.rdf/d38350_16","STEFANIA PRESTIGIACOMO",1966,"F","Sicilia","POPOLO DELLA LIBERTA'","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI);X COMMISSIONE (ATTIVITA' PRODUTTIVE, COMMERCIO E TURISMO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38350&legislatura=16",14
17,"http://dati.camera.it/ocd/deputato.rdf/d38350_17","STEFANIA PRESTIGIACOMO",1966,"F","Sicilia","FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE);COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE;COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA MORTE DEL MILITARE EMANUELE SCIERI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38350&legislatura=17",19
18,"http://dati.camera.it/ocd/deputato.rdf/d38350_18","STEFANIA PRESTIGIACOMO",1966,"F","Sicilia_-","FORZA ITALIA - BERLUSCONI PRESIDENTE","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38350&legislatura=18",24
12,"http://dati.camera.it/ocd/deputato.rdf/d38360_12","SERAFINO PULCINI",1947,"M","Abruzzo","PROGRESSISTI - FEDERATIVO","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38360&legislatura=12",0
12,"http://dati.camera.it/ocd/deputato.rdf/d38370_12","PAOLO RAFFAELLI",1953,"M","Umbria","PROGRESSISTI - FEDERATIVO","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38370&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38370_13","PAOLO RAFFAELLI",1953,"M","Umbria","DEMOCRATICI DI SINISTRA - L'ULIVO","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO);COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38370&legislatura=13",2
12,"http://dati.camera.it/ocd/deputato.rdf/d38380_12","MICHELE RALLO",1946,"M","Sicilia","ALLEANZA NAZIONALE","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE ED IL FUNZIONAMENTO DELLA CONVENZIONE DI APPLICAZIONE DELL'ACCORDO DI SCHENGEN","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38380&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38380_13","MICHELE RALLO",1946,"M","Sicilia","ALLEANZA NAZIONALE","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO);XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA);III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38380&legislatura=13",2
12,"http://dati.camera.it/ocd/deputato.rdf/d38390_12","UMBERTO RANIERI",1947,"M","Campania","PROGRESSISTI - FEDERATIVO","VI COMMISSIONE (FINANZE);X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38390&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38390_13","UMBERTO RANIERI",1947,"M","Campania","DEMOCRATICI DI SINISTRA - L'ULIVO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38390&legislatura=13",2
14,"http://dati.camera.it/ocd/deputato.rdf/d38390_14","UMBERTO RANIERI",1947,"M","Campania","DEMOCRATICI DI SINISTRA-L'ULIVO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);COMITATO DI VIGILANZA SULL'ATTIVITÃ DI DOCUMENTAZIONE;COMITATO PER LA DIPLOMAZIA PARLAMENTARE;GRUPPO DI COOPERAZIONE PARLAMENTARE ITALO-EGIZIANO;COMMISSIONE PARLAMENTARE D'INCHIESTA SULL'AFFARE TELEKOM-SERBIA;DELEGAZIONE PARLAMENTARE PRESSO L'ASSEMBLEA DEL CONSIGLIO D'EUROPA;DELEGAZIONE PARLAMENTARE PRESSO L'ASSEMBLEA DELL'UNIONE DELL'EUROPA OCCIDENTALE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38390&legislatura=14",7
15,"http://dati.camera.it/ocd/deputato.rdf/d38390_15","UMBERTO RANIERI",1947,"M","Campania","PARTITO DEMOCRATICO-L'ULIVO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);CONFERENZA DEI PRESIDENTI DELLE COMMISSIONI PERMANENTI;COMMISSIONE PARLAMENTARE DI COLLABORAZIONE ITALO-EGIZIANA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38390&legislatura=15",12
12,"http://dati.camera.it/ocd/deputato.rdf/d38400_12","ANTONIO RASTRELLI",1927,"M","Campania","ALLEANZA NAZIONALE","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38400&legislatura=12",0
4,"http://dati.camera.it/ocd/deputato.rdf/d3840_4","LODOVICO MASCHIELLA",1923,"M","Perugia","COMUNISTA","COMMISSIONE SPECIALE PER L'ESAME DELLA PROPOSTA DI LEGGE DELFINO N.2 ""PIANO STRAORDINARIO PER FAVORIRE LA RINASCITA ECONOMICA E SOCIALE DELL'ABRUZZO - MOLISE"";COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N. 1450 "" BILANCIO DELLO STATO PER IL PERIODO 1 LUGLIO - 31 DICEMBRE 1964"";COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N. 1686 ""BILANCIO DI PREVISIONE DELLO STATO PER L'ANNO 1965"";COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N. 2186 ""CONVERSIONE IN LEGGE DEL DECRETO - LEGGE 15 MARZO 1965, N. 124, RECANTE INTERVENTI PER LA RIPRESA ECONOMICA NAZIONALE"";COMMISSIONE SPECIALE PER L'ESAME DEI PROGETTI DI LEGGE RELATIVI ALLE ZONE DEPRESSE DEL CENTRO NORD;V COMMISSIONE BILANCIO E PARTECIPAZIONI STATALI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3840&legislatura=4",0
5,"http://dati.camera.it/ocd/deputato.rdf/d3840_5","LODOVICO MASCHIELLA",1923,"M","Perugia","PARTITO COMUNISTA ITALIANO","XII COMMISSIONE INDUSTRIA E COMMERCIO, ARTIGIANATO, COMMERCIO ESTERO;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE NELLE MATERIE PREVISTE DAI TRATTATI DELLA COMUNITÃ ECONOMICA EUROPEA (CEE) E DELLA COMUNITÃ EUROPEA DELL'ENERGIA ATOMICA (CEEA) PER LA DURATA DELLA TERZA TAPPA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3840&legislatura=5",5
6,"http://dati.camera.it/ocd/deputato.rdf/d3840_6","LODOVICO MASCHIELLA",1923,"M","Perugia","PARTITO COMUNISTA ITALIANO","COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE IN MATERIA DI DAZI DOGANALI;COMMISSIONE PARLAMENTARE DI VIGILANZA SUL CNEN;XII COMMISSIONE INDUSTRIA E COMMERCIO, ARTIGIANATO, COMMERCIO ESTERO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=3840&legislatura=6",9
12,"http://dati.camera.it/ocd/deputato.rdf/d38410_12","GIANFRANCO RASTRELLI",1932,"M","Toscana","PROGRESSISTI - FEDERATIVO","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO);COMMISSIONE PARLAMENTARE PER IL CONTROLLO SULLE ATTIVITÃ DEGLI ENTI GESTORI DI FORME OBBLIGATORIE DI PREVIDENZA ED ASSISTENZA SOCIALE;GIUNTA PROVVISORIA DELLE ELEZIONI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38410&legislatura=12",0
12,"http://dati.camera.it/ocd/deputato.rdf/d38420_12","ENZO RAVETTA",1947,"M","Lombardia","LEGA NORD","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38420&legislatura=12",0
12,"http://dati.camera.it/ocd/deputato.rdf/d38430_12","ITALO ALDO REALE",1954,"M","Calabria","PROGRESSISTI - FEDERATIVO","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI);COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38430&legislatura=12",0
12,"http://dati.camera.it/ocd/deputato.rdf/d38440_12","EUGENIO RICCIO",1942,"M","Molise","ALLEANZA NAZIONALE","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38440&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38440_13","EUGENIO RICCIO",1942,"M","Molise","ALLEANZA NAZIONALE","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38440&legislatura=13",2
14,"http://dati.camera.it/ocd/deputato.rdf/d38440_14","EUGENIO RICCIO",1942,"M","Molise","ALLEANZA NAZIONALE","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE);VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI);XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38440&legislatura=14",7
12,"http://dati.camera.it/ocd/deputato.rdf/d38450_12","NICOLA RIVELLI",1955,"M","Campania","ALLEANZA NAZIONALE","VI COMMISSIONE (FINANZE);IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI);DELEGAZIONE PARLAMENTARE ITALIANA PRESSO LE ASSEMBLEE DEL CONSIGLIO D'EUROPA E DELLA UEO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38450&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38450_13","NICOLA RIVELLI",1955,"M","Campania","FORZA ITALIA","IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38450&legislatura=13",2
12,"http://dati.camera.it/ocd/deputato.rdf/d38460_12","ANTONIETTA RIZZA",1955,"F","Sicilia","PROGRESSISTI - FEDERATIVO","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO);COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLA DESTINAZIONE DEI FONDI PER LA RICOSTRUZIONE DEL BELICE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38460&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38460_13","ANTONIETTA RIZZA",1955,"F","Sicilia","DEMOCRATICI DI SINISTRA - L'ULIVO","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO);COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLA DESTINAZIONE DEI FONDI PER LA RICOSTRUZIONE DEL BELICE;COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE ED IL FUNZIONAMENTO DELLA CONVENZIONE DI APPLICAZIONE DELL'ACCORDO DI SCHENGEN E DI VIGILANZA SULL'ATTIVITÃ DELL'UNITÃ NAZIONALE EUROPOL;COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;GIUNTA DELLE ELEZIONI;XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38460&legislatura=13",2
12,"http://dati.camera.it/ocd/deputato.rdf/d38470_12","ANTONIO RIZZO",1954,"M","Campania","ALLEANZA NAZIONALE","VI COMMISSIONE (FINANZE);IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI);XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38470&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38470_13","ANTONIO RIZZO",1954,"M","Campania","ALLEANZA NAZIONALE","IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38470&legislatura=13",2
12,"http://dati.camera.it/ocd/deputato.rdf/d38480_12","MARCO RIZZO",1959,"M","Piemonte","RIFONDAZIONE COMUNISTA - PROGRESSISTI","IV COMMISSIONE (DIFESA);IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38480&legislatura=12",0
13,"http://dati.camera.it/ocd/deputato.rdf/d38480_13","MARCO RIZZO",1959,"M","Toscana","COMUNISTA","COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI;I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI);IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38480&legislatura=13",2
14,"http://dati.camera.it/ocd/deputato.rdf/d38480_14","MARCO RIZZO",1959,"M","Toscana","MISTO","GIUNTA DELLE ELEZIONI;VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=38480&legislatura=14",7
