"legislature","url","name","born","sex","constituency","party","committee","photo","nyears"
9,"http://dati.camera.it/ocd/deputato.rdf/d22890_9","ALFIO BRINA",1941,"M","Cuneo","PARTITO COMUNISTA ITALIANO","VI COMMISSIONE (FINANZE E TESORO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22890&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d22900_10","RICCARDO BRUZZANI",1946,"M","Firenze","GRUPPO COMUNISTA - PDS","VI COMMISSIONE (FINANZE);COMMISSIONE PARLAMENTARE PER IL CONTROLLO SULL'ATTIVITÃ DEGLI ENTI GESTORI DI FORME OBBLIGATORIE DI PREVIDENZA E ASSISTENZA SOCIALE;COMMISSIONE PER LA VIGILANZA SULLA CASSA DEPOSITI E PRESTITI E SUGLI ISTITUTI DI PREVIDENZA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22900&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d22900_9","RICCARDO BRUZZANI",1946,"M","Firenze","PARTITO COMUNISTA ITALIANO","VI COMMISSIONE (FINANZE E TESORO);COMMISSIONE PER LA VIGILANZA SULLA CASSA DEPOSITI E PRESTITI E SUGLI ISTITUTI DI PREVIDENZA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22900&legislatura=9",0
6,"http://dati.camera.it/ocd/deputato.rdf/d2290_6","FERNANDO DI GIULIO",1924,"M","Siena","PARTITO COMUNISTA ITALIANO","COMMISSIONE PARLAMENTARE D'INCHIESTA SULLE STRUTTURE, SULLE CONDIZIONI E SUI LIVELLI DEI TRATTAMENTI RETRIBUTIVI E NORMATIVI;XIII COMMISSIONE LAVORO, ASSISTENZA E PREVIDENZA SOCIALE, COOPERAZIONE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=2290&legislatura=6",0
7,"http://dati.camera.it/ocd/deputato.rdf/d2290_7","FERNANDO DI GIULIO",1924,"M","Siena","PARTITO COMUNISTA ITALIANO","COMMISSIONE PARLAMENTARE D'INCHESTA SULLE STRUTTURE, SULLE CONDIZIONI E SUI LIVELLI DEI TRATTAMENTI RETRIBUTIVI E NORMATIVI;COMMISSIONE D'INDAGINE, RICHIESTA DALL'ON. VITO MICELI, A NORMA DELL'ART. 58 DEL REGOLAMENTO;COMMISSIONE D'INDAGINE, RICHIESTA DALL'ON. BODRATO, PICCOLI E SALVI, A NORMA DELL'ART. 58 DEL REGOLAMENTO;VI COMMISSIONE FINANZE E TESORO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=2290&legislatura=7",4
8,"http://dati.camera.it/ocd/deputato.rdf/d2290_8","FERNANDO DI GIULIO",1924,"M","Siena","PARTITO COMUNISTA ITALIANO","VI COMMISSIONE (FINANZE E TESORO);VII COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=2290&legislatura=8",7
10,"http://dati.camera.it/ocd/deputato.rdf/d22910_10","LUIGI BULLERI",1934,"M","Pisa","GRUPPO COMUNISTA - PDS","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22910&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d22910_9","LUIGI BULLERI",1934,"M","Pisa","PARTITO COMUNISTA ITALIANO","IX COMMISSIONE (LAVORI PUBBLICI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22910&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d22920_10","FRANCESCO CAFARELLI",1942,"M","Bari","DEMOCRATICO CRISTIANO","II COMMISSIONE (GIUSTIZIA);VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE);XIII COMMISSIONE (AGRICOLTURA);COMMISSIONE PARLAMENTARE D'INCHIESTA SUL FENOMENO DELLA MAFIA E SULLE ALTRE ASSOCIAZIONI CRIMINALI SIMILARI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22920&legislatura=10",4
11,"http://dati.camera.it/ocd/deputato.rdf/d22920_11","FRANCESCO CAFARELLI",1942,"M","Bari","DEMOCRATICO CRISTIANO - PARTITO POPOLARE ITALIANO","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLA MAFIA E SULLE ALTRE ASSOCIAZIONI CRIMINALI SIMILARI;GIUNTA DELLE ELEZIONI;VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22920&legislatura=11",9
9,"http://dati.camera.it/ocd/deputato.rdf/d22920_9","FRANCESCO CAFARELLI",1942,"M","Bari","DEMOCRAZIA CRISTIANA","VIII COMMISSIONE (ISTRUZIONE E BELLE ARTI);IX COMMISSIONE (LAVORI PUBBLICI);COMMISSIONE PARLAMENTARE SUL FENOMENO DELLA MAFIA;COMMISSIONE PARLAMENTARE DI INCHIESTA SUI RISULTATI DELLA LOTTA AL TERRORISMO E SULLE CAUSE CHE HANNO IMPEDITO L'INDIVIDUAZIONE DEI RESPONSABILI DELLE STRAGI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22920&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d22930_10","FRANCO CALAMIDA",1938,"M","Torino","DP-COMUNISTI","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE);COMMISSIONE D'INDAGINE EX ARTICOLO 58 (ON. CIRINO POMICINO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22930&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d22930_9","FRANCO CALAMIDA",1938,"M","Torino","DEMOCRAZIA PROLETARIA","V COMMISSIONE (BILANCIO E PROGRAMMAZIONE - PARTECIPAZIONI STATALI);COMMISSIONE SPECIALE PER L'ESAME DEI PROGETTI DI LEGGE SULLA RIFORMA DEL SISTEMA PENSIONISTICO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22930&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d22940_10","FLORA CALVANESE",1954,"F","Benevento","GRUPPO COMUNISTA - PDS","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI);V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE);XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO);COMMISSIONE PARLAMENTARE D'INCHIESTA SULLA CONDIZIONE GIOVANILE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22940&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d22940_9","FLORA CALVANESE",1954,"F","Benevento","PARTITO COMUNISTA ITALIANO","I COMMISSIONE (AFFARI COSTITUZIONALI - ORGANIZZAZIONE DELLO STATO - REGIONI - DISCIPLINA GENERALE DEL  RAPPORTO DI PUBBLICO IMPIEGO);COMMISSIONE SPECIALE PER L'ESAME DEI PROGETTI DI LEGGE SULLA RIFORMA DEL SISTEMA PENSIONISTICO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22940&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d22950_10","SEVERINO LUCANO CANNELONGA",1939,"M","Bari","GRUPPO COMUNISTA - PDS","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22950&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d22950_9","SEVERINO LUCANO CANNELONGA",1939,"M","Bari","PARTITO COMUNISTA ITALIANO","X COMMISSIONE (TRASPORTI ED AVIAZIONE CIVILE - MARINA MERCANTILE - POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22950&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d22960_10","MARIO CAPANNA",1945,"M","Palermo","DP-COMUNISTI","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);DELEGAZIONE PARLAMENTARE ITALIANA PRESSO LE ASSEMBLEE DEL CONSIGLIO D'EUROPA E DELLA UEO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22960&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d22960_9","MARIO CAPANNA",1945,"M","Napoli","DEMOCRAZIA PROLETARIA","II COMMISSIONE (AFFARI DELLA PRESIDENZA DEL CONSIGLIO - AFFARI INTERNI E DI CULTO - ENTI PUBBLICI);XIII COMMISSIONE (LAVORO - ASSISTENZA E PREVIDENZA SOCIALE - COOPERAZIONE);COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI;SOTTOCOMMISSIONE PERMANENTE PER L'ACCESSO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22960&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d22970_10","MARIA TERESA CAPECCHI",1948,"F","Firenze","GRUPPO COMUNISTA - PDS","IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22970&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d22970_9","MARIA TERESA CAPECCHI",1948,"F","Firenze","PARTITO COMUNISTA ITALIANO","V COMMISSIONE (BILANCIO E PROGRAMMAZIONE - PARTECIPAZIONI STATALI);VII COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22970&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d22980_10","MILZIADE SILVIO CAPRILI",1948,"M","Pisa","GRUPPO COMUNISTA - PDS","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO);COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;COMMISSIONE PARLAMENTARE PER LA RISTRUTTURAZIONE E RICONVERSIONE INDUSTRIALE E PER I PROGRAMMI DELLE PARTECIPAZIONI STATALI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22980&legislatura=10",4
11,"http://dati.camera.it/ocd/deputato.rdf/d22980_11","MILZIADE SILVIO CAPRILI",1948,"M","Pisa","RIFONDAZIONE COMUNISTA","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22980&legislatura=11",9
9,"http://dati.camera.it/ocd/deputato.rdf/d22980_9","MILZIADE SILVIO CAPRILI",1948,"M","Pisa","PARTITO COMUNISTA ITALIANO","II COMMISSIONE (AFFARI DELLA PRESIDENZA DEL CONSIGLIO - AFFARI INTERNI E DI CULTO - ENTI PUBBLICI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22980&legislatura=9",0
9,"http://dati.camera.it/ocd/deputato.rdf/d22990_9","EMANUELE CARDINALE",1940,"M","Potenza","PARTITO COMUNISTA ITALIANO","XII COMMISSIONE (INDUSTRIA E COMMERCIO - ARTIGIANATO - COMMERCIO ESTERO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=22990&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d23000_10","FILIPPO CARIA",1925,"M","Napoli","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI);II COMMISSIONE (GIUSTIZIA);III COMMISSIONE (AFFARI ESTERI E COMUNITARI);XII COMMISSIONE (AFFARI SOCIALI);GIUNTA PROVVISORIA DELLE ELEZIONI;COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;GIUNTA PER LE AUTORIZZAZIONI A PROCEDERE IN GIUDIZIO;COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI;COMMISSIONE PARLAMENTARE PER LA RISTRUTTURAZIONE E RICONVERSIONE INDUSTRIALE E PER I PROGRAMMI DELLE PARTECIPAZIONI STATALI;COMMISSIONE PARLAMENTARE D'INCHIESTA SUL FENOMENO DELLA MAFIA E SULLE ALTRE ASSOCIAZIONI CRIMINALI SIMILARI;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE RELATIVE AL NUOVO CODICE DI PROCEDURA PENALE;COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA;SOTTOCOMMISSIONE PERMANENTE PER L'ACCESSO;SOTTOCOMMISSIONE RAI PER LA PUBBLICITA' E PER I CRITERI DI SPESA;SOTTOCOMMISSIONE RAI PER LE TRIBUNE;SOTTOCOMMISSIONE RAI PER GLI INDIRIZZI;COMMISSIONE D'INDAGINE EX ARTICOLO 58 (ON. CIRINO POMICINO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23000&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d23000_9","FILIPPO CARIA",1925,"M","Napoli","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","I COMMISSIONE (AFFARI COSTITUZIONALI - ORGANIZZAZIONE DELLO STATO - REGIONI - DISCIPLINA GENERALE DEL  RAPPORTO DI PUBBLICO IMPIEGO);IX COMMISSIONE (LAVORI PUBBLICI);COMMISSIONE SPECIALE PER L'ESAME DEI PROGETTI DI LEGGE SULLA RIFORMA DEL SISTEMA PENSIONISTICO;GIUNTA DELLE ELEZIONI;COMMISSIONE PER LA VIGILANZA SULLA CASSA DEPOSITI E PRESTITI E SUGLI ISTITUTI DI PREVIDENZA;COMMISSIONE PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23000&legislatura=9",0
1,"http://dati.camera.it/ocd/deputato.rdf/d2300_1","GAETANO DI LEO",1905,"M","Palermo","DEMOCRATICO CRISTIANO","VII COMMISSIONE LAVORI PUBBLICI;X COMMISSIONE INDUSTRIA E COMMERCIO - TURISMO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=2300&legislatura=1",0
2,"http://dati.camera.it/ocd/deputato.rdf/d2300_2","GAETANO DI LEO",1905,"M","Palermo","DEMOCRATICO CRISTIANO","VII COMMISSIONE LAVORI PUBBLICI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=2300&legislatura=2",5
3,"http://dati.camera.it/ocd/deputato.rdf/d2300_3","GAETANO DI LEO",1905,"M","Palermo","DEMOCRATICO CRISTIANO","IX COMMISSIONE LAVORI PUBBLICI;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO E DELLE PROPOSTE DI LEGGE CONCERNENTI PROVVEDIMENTI PER LA CITTÃ DI NAPOLI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=2300&legislatura=3",10
4,"http://dati.camera.it/ocd/deputato.rdf/d2300_4","GAETANO DI LEO",1905,"M","Palermo","DEMOCRATICO CRISTIANO","COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N. 4797 ""CONVERSIONE IN LEGGE DEL DECRETO-LEGGE 22 GENNAIO 1968, N. 12 CONCERNENTE PROVVIDENZE A FAVORE DELLE POPOLAZIONI DEI COMUNI DELLA SICILIA COLPITI DAI TERREMOTI DEL GENNAIO 1968"";V COMMISSIONE BILANCIO E PARTECIPAZIONI STATALI;XII COMMISSIONE INDUSTRIA E COMMERCIO - ARTIGIANATO - COMMERCIO ESTERO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=2300&legislatura=4",15
5,"http://dati.camera.it/ocd/deputato.rdf/d2300_5","GAETANO DI LEO",1905,"M","Palermo","DEMOCRAZIA CRISTIANA","VI COMMISSIONE FINANZE E TESORO;IX COMMISSIONE LAVORI PUBBLICI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=2300&legislatura=5",20
6,"http://dati.camera.it/ocd/deputato.rdf/d2300_6","GAETANO DI LEO",1905,"M","Palermo","DEMOCRAZIA CRISTIANA","X COMMISSIONE TRASPORTI E AVIAZIONE CIVILE, MARINA MERCANTILE, POSTE E TELECOMUNICAZIONI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=2300&legislatura=6",24
10,"http://dati.camera.it/ocd/deputato.rdf/d23010_10","GIOVANNI CARRUS",1937,"M","Cagliari","DEMOCRATICO CRISTIANO","II COMMISSIONE (GIUSTIZIA);V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE);XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO);COMMISSIONE SPECIALE PER LE POLITICHE COMUNITARIE;COMMISSIONE PER LA VIGILANZA SULL'AMMINISTRAZIONE DEL DEBITO PUBBLICO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23010&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d23010_9","GIOVANNI CARRUS",1937,"M","Cagliari","DEMOCRAZIA CRISTIANA","V COMMISSIONE (BILANCIO E PROGRAMMAZIONE - PARTECIPAZIONI STATALI);VI COMMISSIONE (FINANZE E TESORO);COMMISSIONE SPECIALE PER L'ESAME DEI PROGETTI DI LEGGE SULLA RIFORMA DEL SISTEMA PENSIONISTICO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23010&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d23020_10","PIER FERDINANDO CASINI",1955,"M","Bologna","DEMOCRATICO CRISTIANO","II COMMISSIONE (GIUSTIZIA);IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI);X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO);COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI;COMMISSIONE PARLAMENTARE D'INCHIESTA SUL TERRORISMO IN ITALIA E SULLE CAUSE DELLA MANCATA INDIVIDUAZIONE DEI RESPONSABILI DELLE STRAGI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23020&legislatura=10",4
11,"http://dati.camera.it/ocd/deputato.rdf/d23020_11","PIER FERDINANDO CASINI",1955,"M","Bologna","DEMOCRATICO CRISTIANO - PARTITO POPOLARE ITALIANO","COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI;COMMISSIONE PARLAMENTARE D'INCHIESTA SUL TERRORISMO IN ITALIA E SULLE CAUSE DELLA MANCATA INDIVIDUAZIONE DEI RESPONSABILI DELLE STRAGI;III COMMISSIONE (AFFARI ESTERI E COMUNITARI);IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23020&legislatura=11",9
12,"http://dati.camera.it/ocd/deputato.rdf/d23020_12","PIER FERDINANDO CASINI",1955,"M","Emilia-Romagna","CENTRO CRISTIANO DEMOCRATICO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);IV COMMISSIONE (DIFESA);IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23020&legislatura=12",11
13,"http://dati.camera.it/ocd/deputato.rdf/d23020_13","PIER FERDINANDO CASINI",1955,"M","Puglia","MISTO","COMMISSIONE PARLAMENTARE PER LE RIFORME COSTITUZIONALI;III COMMISSIONE (AFFARI ESTERI E COMUNITARI);IV COMMISSIONE (DIFESA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23020&legislatura=13",13
14,"http://dati.camera.it/ocd/deputato.rdf/d23020_14","PIER FERDINANDO CASINI",1955,"M","Lazio","MISTO","UFFICIO DI PRESIDENZA;GIUNTA PER IL REGOLAMENTO;CONFERENZA DEI PRESIDENTI DI GRUPPO;SEZIONE GIURISDIZIONALE DELL'UFFICIO DI PRESIDENZA;COMITATO PER LA DIPLOMAZIA PARLAMENTARE;COMITATO PER LA TUTELA DEL PATRIMONIO ARTISTICO E ARCHITETTONICO;COMITATO PER LA VALUTAZIONE DELLE SCELTE SCIENTIFICHE E TECNOLOGICHE;COMITATO PER LA REALIZZAZIONE DI UN MUSEO DELLA RAPPRESENTANZA NAZIONALE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23020&legislatura=14",18
15,"http://dati.camera.it/ocd/deputato.rdf/d23020_15","PIER FERDINANDO CASINI",1955,"M","Lombardia","UDC","III COMMISSIONE (AFFARI ESTERI E COMUNITARI);COMMISSIONE DI COLLABORAZIONE PARLAMENTARE ITALO-CINESE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23020&legislatura=15",23
16,"http://dati.camera.it/ocd/deputato.rdf/d23020_16","PIER FERDINANDO CASINI",1955,"M","Liguria","UNIONE DI CENTRO PER IL TERZO POLO","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI);II COMMISSIONE (GIUSTIZIA);III COMMISSIONE (AFFARI ESTERI E COMUNITARI);XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA);CONFERENZA DEI CAPIGRUPPO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23020&legislatura=16",25
9,"http://dati.camera.it/ocd/deputato.rdf/d23020_9","PIER FERDINANDO CASINI",1955,"M","Bologna","DEMOCRAZIA CRISTIANA","I COMMISSIONE (AFFARI COSTITUZIONALI - ORGANIZZAZIONE DELLO STATO - REGIONI - DISCIPLINA GENERALE DEL  RAPPORTO DI PUBBLICO IMPIEGO);V COMMISSIONE (BILANCIO E PROGRAMMAZIONE - PARTECIPAZIONI STATALI);COMMISSIONE PARLAMENTARE DI INCHIESTA SUI RISULTATI DELLA LOTTA AL TERRORISMO E SULLE CAUSE CHE HANNO IMPEDITO L'INDIVIDUAZIONE DEI RESPONSABILI DELLE STRAGI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23020&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d23030_10","GUGLIELMO CASTAGNETTI",1943,"M","Brescia","REPUBBLICANO","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE);GIUNTA PER LE AUTORIZZAZIONI A PROCEDERE IN GIUDIZIO;COMMISSIONE PARLAMENTARE PER LA RISTRUTTURAZIONE E RICONVERSIONE INDUSTRIALE E PER I PROGRAMMI DELLE PARTECIPAZIONI STATALI;COMMISSIONE PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA;COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23030&legislatura=10",4
11,"http://dati.camera.it/ocd/deputato.rdf/d23030_11","GUGLIELMO CASTAGNETTI",1943,"M","Brescia","REPUBBLICANO","X COMMISSIONE (ATTIVITÃ PRODUTTIVE, COMMERCIO E TURISMO)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23030&legislatura=11",9
9,"http://dati.camera.it/ocd/deputato.rdf/d23030_9","GUGLIELMO CASTAGNETTI",1943,"M","Brescia","REPUBBLICANO","VIII COMMISSIONE (ISTRUZIONE E BELLE ARTI);COMMISSIONE PARLAMENTARE PER LA RISTRUTTURAZIONE E RICONVERSIONE INDUSTRIALE E PER I PROGRAMMI DELLE PARTECIPAZIONI STATALI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23030&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d23040_10","LUIGI CASTAGNOLA",1936,"M","Genova","GRUPPO COMUNISTA - PDS","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE);COMMISSIONE PARLAMENTARE PER LA RISTRUTTURAZIONE E RICONVERSIONE INDUSTRIALE E PER I PROGRAMMI DELLE PARTECIPAZIONI STATALI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23040&legislatura=10",4
11,"http://dati.camera.it/ocd/deputato.rdf/d23040_11","LUIGI CASTAGNOLA",1936,"M","Genova","PARTITO DEMOCRATICO DELLA SINISTRA","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23040&legislatura=11",9
9,"http://dati.camera.it/ocd/deputato.rdf/d23040_9","LUIGI CASTAGNOLA",1936,"M","Genova","PARTITO COMUNISTA ITALIANO","V COMMISSIONE (BILANCIO E PROGRAMMAZIONE - PARTECIPAZIONI STATALI);COMMISSIONE PARLAMENTARE PER LA RISTRUTTURAZIONE E RICONVERSIONE INDUSTRIALE E PER I PROGRAMMI DELLE PARTECIPAZIONI STATALI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23040&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d23050_10","ADRIANA CECI",1942,"F","Bari","GRUPPO COMUNISTA - PDS","XII COMMISSIONE (AFFARI SOCIALI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23050&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d23050_9","ADRIANA CECI",1942,"F","Bari","PARTITO COMUNISTA ITALIANO","XIV COMMISSIONE (IGIENE  E SANITÃ PUBBLICA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23050&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d23060_10","MARIO CHELLA",1934,"M","Genova","GRUPPO COMUNISTA - PDS","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23060&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d23060_9","MARIO CHELLA",1934,"M","Genova","PARTITO COMUNISTA ITALIANO","IX COMMISSIONE (LAVORI PUBBLICI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23060&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d23080_10","ANTONIO CIANCIO",1934,"M","L'aquila","GRUPPO COMUNISTA - PDS","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23080&legislatura=10",4
9,"http://dati.camera.it/ocd/deputato.rdf/d23080_9","ANTONIO CIANCIO",1934,"M","L'aquila","PARTITO COMUNISTA ITALIANO","X COMMISSIONE (TRASPORTI ED AVIAZIONE CIVILE - MARINA MERCANTILE - POSTE E TELECOMUNICAZIONI)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23080&legislatura=9",0
9,"http://dati.camera.it/ocd/deputato.rdf/d23090_9","MICHELE CIFARELLI",1913,"M","Bari","REPUBBLICANO","IV COMMISSIONE (GIUSTIZIA);GIUNTA PER LE AUTORIZZAZIONI A PROCEDERE IN GIUDIZIO;MEMBRI DELL'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA;COMMISSIONE PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=23090&legislatura=9",0
10,"http://dati.camera.it/ocd/deputato.rdf/d230_10","GIOVANNI ANDREONI",1930,"M","Milano","DEMOCRATICO CRISTIANO","XIII COMMISSIONE (AGRICOLTURA)","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=230&legislatura=10",19
5,"http://dati.camera.it/ocd/deputato.rdf/d230_5","GIOVANNI ANDREONI",1930,"M","Milano","DEMOCRAZIA CRISTIANA","XIV COMMISSIONE IGIENE E SANITÃ PUBBLICA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=230&legislatura=5",0
